cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
43200.0,52.857142857142854
120960.0,172.85714285714286
120960.0,155.71428571428572
120960.0,172.85714285714286
120960.0,155.71428571428572
101520.0,150.0
6480.0,58.57142857142857
45360.0,110.0
6480.0,58.57142857142857
43200.0,107.14285714285714
