cpuUsage(CPU usage of all CPUs of the host in MHz),energyUsage(Power usage of the host in W)
43200.0,52.857142857142854
120960.0,172.85714285714286
120960.0,155.71428571428572
120960.0,52.857142857142854
120960.0,52.857142857142854
120960.0,172.85714285714286
120960.0,155.71428571428572
120960.0,52.857142857142854
120960.0,52.857142857142854
64800.0,101.42857142857142
43200.0,107.14285714285714
23760.0,81.42857142857143
2160.0,52.857142857142854
