timestamp, hostName, cpuDemand, cpuUsage, cpuUtilization, cpuIdleTime, energyUsage
13920, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
13920, host-1, 11760.0, 11760.0, 0.8, 0.075, 1780, 65.0
13920, host-2, 125440.0, 125440.0, 0.799, 0.8, 521, 210.0
13920, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
13980, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
13980, host-1, 9800.0, 9800.0, 0.8, 0.0625, 266, 62.5
13980, host-2, 123480.0, 123480.0, 0.8, 0.7875, 452, 207.5
13980, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14040, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14040, host-1, 5880.0, 5880.0, 0.8, 0.0375, 555, 57.5
14040, host-2, 125440.0, 125440.0, 0.799, 0.8, 959, 210.0
14040, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14100, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14100, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14100, host-2, 125440.0, 125440.0, 0.799, 0.8, 478, 210.0
14100, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14160, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14160, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14160, host-2, 125440.0, 125440.0, 0.8, 0.8, 743, 210.0
14160, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14220, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14220, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14220, host-2, 123480.0, 123480.0, 0.799, 0.7875, 1094, 207.5
14220, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14280, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14280, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14280, host-2, 125440.0, 125440.0, 0.799, 0.8, 454, 210.0
14280, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14340, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14340, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14340, host-2, 125440.0, 125440.0, 0.799, 0.8, 1025, 210.0
14340, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14400, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14400, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14400, host-2, 125440.0, 125440.0, 0.8, 0.8, 1059, 210.0
14400, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14460, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14460, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14460, host-2, 125440.0, 125440.0, 0.8, 0.8, 590, 210.0
14460, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14520, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14520, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14520, host-2, 125440.0, 125440.0, 0.799, 0.8, 536, 210.0
14520, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14580, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14580, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14580, host-2, 125440.0, 125440.0, 0.8, 0.8, 1109, 210.0
14580, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14640, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14640, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14640, host-2, 125440.0, 125440.0, 0.8, 0.8, 407, 210.0
14640, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14700, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14700, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14700, host-2, 125440.0, 125440.0, 0.8, 0.8, 821, 210.0
14700, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14760, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14760, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14760, host-2, 125440.0, 125440.0, 0.8, 0.8, 847, 210.0
14760, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14820, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14820, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
14820, host-2, 123480.0, 123480.0, 0.8, 0.7875, 711, 207.5
14820, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14880, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14880, host-1, 0.0, 0.0, 0.8, 0.0, 837, 50.0
14880, host-2, 125440.0, 125440.0, 0.799, 0.8, 732, 210.0
14880, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14940, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14940, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
14940, host-2, 125440.0, 125440.0, 0.799, 0.8, 701, 210.0
14940, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15000, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15000, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15000, host-2, 125440.0, 125440.0, 0.8, 0.8, 1069, 210.0
15000, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15060, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15060, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15060, host-2, 125440.0, 125440.0, 0.799, 0.8, 486, 210.0
15060, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15120, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15120, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15120, host-2, 125440.0, 125440.0, 0.8, 0.8, 416, 210.0
15120, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15180, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15180, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15180, host-2, 125440.0, 125440.0, 0.8, 0.8, 837, 210.0
15180, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15240, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15240, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15240, host-2, 125440.0, 125440.0, 0.8, 0.8, 554, 210.0
15240, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15300, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15300, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15300, host-2, 125440.0, 125440.0, 0.799, 0.8, 357, 210.0
15300, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15360, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15360, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15360, host-2, 125440.0, 125440.0, 0.8, 0.8, 421, 210.0
15360, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15420, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15420, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15420, host-2, 125440.0, 125440.0, 0.8, 0.8, 246, 210.0
15420, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15480, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15480, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15480, host-2, 123480.0, 123480.0, 0.8, 0.7875, 1331, 207.5
15480, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15540, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15540, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15540, host-2, 125440.0, 125440.0, 0.799, 0.8, 1610, 210.0
15540, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15600, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15600, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15600, host-2, 125440.0, 125440.0, 0.8, 0.8, 880, 210.0
15600, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15660, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15660, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15660, host-2, 125440.0, 125440.0, 0.8, 0.8, 1541, 210.0
15660, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15720, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15720, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15720, host-2, 125440.0, 125440.0, 0.8, 0.8, 1220, 210.0
15720, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15780, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15780, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15780, host-2, 123480.0, 123480.0, 0.799, 0.7875, 826, 207.5
15780, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15840, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15840, host-1, 37240.0, 37240.0, 0.0, 0.2375, 143505, 52.5
15840, host-2, 125440.0, 125440.0, 0.799, 0.8, 385, 210.0
15840, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15900, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15900, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
15900, host-2, 125440.0, 125440.0, 0.799, 0.8, 918, 210.0
15900, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15960, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
15960, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
15960, host-2, 125440.0, 125440.0, 0.8, 0.8, 766, 210.0
15960, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16020, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16020, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16020, host-2, 125440.0, 125440.0, 0.799, 0.8, 134, 210.0
16020, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16080, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16080, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16080, host-2, 125440.0, 125440.0, 0.8, 0.8, 864, 210.0
16080, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16140, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16140, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16140, host-2, 125440.0, 125440.0, 0.8, 0.8, 377, 210.0
16140, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16200, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16200, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16200, host-2, 125440.0, 125440.0, 0.8, 0.8, 973, 210.0
16200, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16260, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16260, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16260, host-2, 125440.0, 125440.0, 0.8, 0.8, 415, 210.0
16260, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16320, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16320, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16320, host-2, 125440.0, 125440.0, 0.799, 0.8, 1211, 210.0
16320, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16380, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16380, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16380, host-2, 125440.0, 125440.0, 0.8, 0.8, 1154, 210.0
16380, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16440, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16440, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16440, host-2, 125440.0, 125440.0, 0.799, 0.8, 865, 210.0
16440, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16500, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16500, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16500, host-2, 123480.0, 123480.0, 0.8, 0.7875, 865, 207.5
16500, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16560, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16560, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16560, host-2, 125440.0, 125440.0, 0.799, 0.8, 748, 210.0
16560, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16620, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16620, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16620, host-2, 125440.0, 125440.0, 0.8, 0.8, 511, 210.0
16620, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16680, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16680, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
16680, host-2, 125440.0, 125440.0, 0.8, 0.8, 1044, 210.0
16680, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16740, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16740, host-1, 43120.0, 43120.0, 0.0, 0.275, 20847, 100.0
16740, host-2, 125440.0, 125440.0, 0.799, 0.8, 886, 210.0
16740, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16800, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16800, host-1, 43120.0, 43120.0, 0.0, 0.275, 0, 100.0
16800, host-2, 125440.0, 125440.0, 0.799, 0.8, 773, 210.0
16800, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16860, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16860, host-1, 43120.0, 43120.0, 0.0, 0.275, 0, 100.0
16860, host-2, 125440.0, 125440.0, 0.8, 0.8, 951, 210.0
16860, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16920, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16920, host-1, 43120.0, 43120.0, 0.0, 0.275, 0, 100.0
16920, host-2, 125440.0, 125440.0, 0.8, 0.8, 597, 210.0
16920, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16980, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
16980, host-1, 43120.0, 43120.0, 0.0, 0.275, 0, 100.0
16980, host-2, 125440.0, 125440.0, 0.8, 0.8, 1143, 210.0
16980, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17040, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17040, host-1, 35280.0, 35280.0, 0.8, 0.225, 947, 95.0
17040, host-2, 125440.0, 125440.0, 0.8, 0.8, 547, 210.0
17040, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17100, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17100, host-1, 33320.0, 33320.0, 0.8, 0.2125, 247, 92.5
17100, host-2, 125440.0, 125440.0, 0.8, 0.8, 158, 210.0
17100, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17160, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17160, host-1, 19600.0, 19600.0, 0.8, 0.125, 1812, 75.0
17160, host-2, 125440.0, 125440.0, 0.8, 0.8, 672, 210.0
17160, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17220, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17220, host-1, 9800.0, 9800.0, 0.8, 0.0625, 1351, 62.5
17220, host-2, 125440.0, 125440.0, 0.799, 0.8, 625, 210.0
17220, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17280, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17280, host-1, 5880.0, 5880.0, 0.8, 0.0375, 554, 57.5
17280, host-2, 125440.0, 125440.0, 0.8, 0.8, 751, 210.0
17280, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17340, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17340, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17340, host-2, 123480.0, 123480.0, 0.8, 0.7875, 862, 207.5
17340, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17400, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17400, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17400, host-2, 123480.0, 123480.0, 0.799, 0.7875, 830, 207.5
17400, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17460, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17460, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17460, host-2, 125440.0, 125440.0, 0.799, 0.8, 400, 210.0
17460, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17520, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17520, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17520, host-2, 125440.0, 125440.0, 0.799, 0.8, 671, 210.0
17520, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17580, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17580, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17580, host-2, 125440.0, 125440.0, 0.799, 0.8, 1054, 210.0
17580, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17640, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17640, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17640, host-2, 125440.0, 125440.0, 0.8, 0.8, 721, 210.0
17640, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17700, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17700, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17700, host-2, 125440.0, 125440.0, 0.799, 0.8, 1264, 210.0
17700, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17760, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17760, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17760, host-2, 125440.0, 125440.0, 0.799, 0.8, 542, 210.0
17760, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17820, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17820, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17820, host-2, 125440.0, 125440.0, 0.8, 0.8, 401, 210.0
17820, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17880, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17880, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17880, host-2, 123480.0, 123480.0, 0.8, 0.7875, 1313, 207.5
17880, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17940, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
17940, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
17940, host-2, 125440.0, 125440.0, 0.8, 0.8, 427, 210.0
17940, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18000, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18000, host-1, 5880.0, 5880.0, 0.0, 0.0375, 0, 57.5
18000, host-2, 125440.0, 125440.0, 0.8, 0.8, 954, 210.0
18000, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18060, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18060, host-1, 1960.0, 1960.0, 0.8, 0.0125, 533, 52.5
18060, host-2, 125440.0, 125440.0, 0.799, 0.8, 986, 210.0
18060, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18120, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18120, host-1, 0.0, 0.0, 0.8, 0.0, 268, 50.0
18120, host-2, 125440.0, 125440.0, 0.8, 0.8, 183, 210.0
18120, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18180, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18180, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18180, host-2, 125440.0, 125440.0, 0.8, 0.8, 667, 210.0
18180, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18240, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18240, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18240, host-2, 125440.0, 125440.0, 0.799, 0.8, 586, 210.0
18240, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18300, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18300, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18300, host-2, 125440.0, 125440.0, 0.799, 0.8, 328, 210.0
18300, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18360, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18360, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18360, host-2, 125440.0, 125440.0, 0.8, 0.8, 815, 210.0
18360, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18420, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18420, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18420, host-2, 125440.0, 125440.0, 0.799, 0.8, 751, 210.0
18420, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18480, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18480, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18480, host-2, 125440.0, 125440.0, 0.8, 0.8, 593, 210.0
18480, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18540, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18540, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18540, host-2, 125440.0, 125440.0, 0.799, 0.8, 961, 210.0
18540, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18600, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18600, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18600, host-2, 125440.0, 125440.0, 0.8, 0.8, 784, 210.0
18600, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18660, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18660, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18660, host-2, 125440.0, 125440.0, 0.8, 0.8, 850, 210.0
18660, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18720, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18720, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18720, host-2, 125440.0, 125440.0, 0.799, 0.8, 243, 210.0
18720, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18780, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18780, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18780, host-2, 125440.0, 125440.0, 0.8, 0.8, 913, 210.0
18780, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18840, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18840, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18840, host-2, 125440.0, 125440.0, 0.799, 0.8, 393, 210.0
18840, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18900, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18900, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18900, host-2, 125440.0, 125440.0, 0.8, 0.8, 1412, 210.0
18900, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18960, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18960, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
18960, host-2, 125440.0, 125440.0, 0.799, 0.8, 1427, 210.0
18960, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19020, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19020, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19020, host-2, 125440.0, 125440.0, 0.8, 0.8, 1827, 210.0
19020, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19080, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19080, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19080, host-2, 125440.0, 125440.0, 0.799, 0.8, 1340, 210.0
19080, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19140, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19140, host-1, 37240.0, 37240.0, 0.0, 0.2375, 159325, 52.5
19140, host-2, 125440.0, 125440.0, 0.799, 0.8, 778, 210.0
19140, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19200, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19200, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
19200, host-2, 125440.0, 125440.0, 0.8, 0.8, 1078, 207.5
19200, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19260, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19260, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
19260, host-2, 125440.0, 125440.0, 0.8, 0.8, 812, 210.0
19260, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19320, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19320, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
19320, host-2, 125440.0, 125440.0, 0.8, 0.8, 129, 210.0
19320, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19380, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19380, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
19380, host-2, 125440.0, 125440.0, 0.8, 0.8, 651, 210.0
19380, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19440, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19440, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
19440, host-2, 125440.0, 125440.0, 0.799, 0.8, 141, 210.0
19440, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19500, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19500, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
19500, host-2, 123480.0, 123480.0, 0.8, 0.7875, 437, 207.5
19500, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19560, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19560, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
19560, host-2, 125440.0, 125440.0, 0.799, 0.8, 421, 210.0
19560, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19620, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19620, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
19620, host-2, 125440.0, 125440.0, 0.799, 0.8, 1048, 210.0
19620, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19680, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
19680, host-1, 37240.0, 37240.0, 0.0, 0.2375, 0, 52.5
