timestamp, hostName, cpuDemand, cpuUsage, cpuUtilization, cpuIdleTime, energyUsage
28860, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
28920, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
28920, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
28920, host-2, 123480.0, 123480.0, 0.796, 0.7875, 2755, 207.5
28920, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
28980, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
28980, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
28980, host-2, 111720.0, 111720.0, 0.794, 0.7125, 3583, 192.5
28980, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29040, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29040, host-1, 0.0, 0.0, 0.001, 0.0, 166037, 50.0
29040, host-2, 125440.0, 125440.0, 0.787, 0.8, 1613, 210.0
29040, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29100, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29100, host-1, 0.0, 0.0, 0.001, 0.0, 11855, 50.0
29100, host-2, 125440.0, 125440.0, 0.788, 0.8, 1617, 210.0
29100, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29160, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29160, host-1, 68600.0, 68600.0, 0.001, 0.4375, 364353, 52.5
29160, host-2, 125440.0, 125440.0, 0.796, 0.8, 2389, 205.0
29160, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29220, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29220, host-1, 0.0, 0.0, 0.799, 0.0, 147, 50.0
29220, host-2, 121520.0, 121520.0, 0.794, 0.775, 2827, 205.0
29220, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29280, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29280, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29280, host-2, 123480.0, 123480.0, 0.767, 0.7875, 429, 207.5
29280, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29340, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29340, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29340, host-2, 125440.0, 125440.0, 0.797, 0.8, 673, 210.0
29340, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29400, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29400, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29400, host-2, 125440.0, 125440.0, 0.8, 0.8, 647, 210.0
29400, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29460, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29460, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29460, host-2, 125440.0, 125440.0, 0.799, 0.8, 657, 210.0
29460, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29520, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29520, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29520, host-2, 125440.0, 125440.0, 0.0, 0.8, 0, 210.0
29520, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29580, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29580, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29580, host-2, 125440.0, 125440.0, 0.8, 0.8, 548, 210.0
29580, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29640, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29640, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29640, host-2, 125440.0, 125440.0, 0.799, 0.8, 586, 210.0
29640, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29700, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29700, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29700, host-2, 125440.0, 125440.0, 0.8, 0.8, 546, 210.0
29700, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29760, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29760, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29760, host-2, 125440.0, 125440.0, 0.8, 0.8, 629, 210.0
29760, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29820, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29820, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29820, host-2, 125440.0, 125440.0, 0.8, 0.8, 213, 210.0
29820, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29880, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29880, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29880, host-2, 125440.0, 125440.0, 0.8, 0.8, 538, 210.0
29880, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29940, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29940, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
29940, host-2, 125440.0, 125440.0, 0.799, 0.8, 487, 210.0
29940, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30000, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30000, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30000, host-2, 125440.0, 125440.0, 0.799, 0.8, 555, 210.0
30000, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30060, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30060, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30060, host-2, 125440.0, 125440.0, 0.8, 0.8, 641, 210.0
30060, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30120, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30120, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30120, host-2, 125440.0, 125440.0, 0.0, 0.8, 0, 210.0
30120, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30180, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30180, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30180, host-2, 125440.0, 125440.0, 0.8, 0.8, 776, 210.0
30180, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30240, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30240, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30240, host-2, 125440.0, 125440.0, 0.799, 0.8, 370, 210.0
30240, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30300, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30300, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30300, host-2, 125440.0, 125440.0, 0.8, 0.8, 922, 210.0
30300, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30360, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30360, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30360, host-2, 125440.0, 125440.0, 0.8, 0.8, 423, 210.0
30360, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30420, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30420, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30420, host-2, 125440.0, 125440.0, 0.0, 0.8, 0, 210.0
30420, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30480, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30480, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30480, host-2, 125440.0, 125440.0, 0.799, 0.8, 983, 210.0
30480, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30540, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30540, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30540, host-2, 125440.0, 125440.0, 0.8, 0.8, 857, 210.0
30540, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30600, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30600, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30600, host-2, 125440.0, 125440.0, 0.8, 0.8, 102, 210.0
30600, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30660, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30660, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30660, host-2, 125440.0, 125440.0, 0.8, 0.8, 704, 210.0
30660, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30720, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30720, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30720, host-2, 125440.0, 125440.0, 0.799, 0.8, 577, 210.0
30720, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30780, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30780, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30780, host-2, 125440.0, 125440.0, 0.799, 0.8, 971, 210.0
30780, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30840, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30840, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30840, host-2, 125440.0, 125440.0, 0.8, 0.8, 177, 210.0
30840, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30900, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30900, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30900, host-2, 125440.0, 125440.0, 0.0, 0.8, 0, 210.0
30900, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30960, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30960, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
30960, host-2, 125440.0, 125440.0, 0.799, 0.8, 138, 210.0
30960, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31020, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31020, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31020, host-2, 125440.0, 125440.0, 0.798, 0.8, 344, 210.0
31020, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31080, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31080, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31080, host-2, 125440.0, 125440.0, 0.8, 0.8, 106, 210.0
31080, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31140, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31140, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31140, host-2, 125440.0, 125440.0, 0.8, 0.8, 247, 210.0
31140, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31200, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31200, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31200, host-2, 125440.0, 125440.0, 0.799, 0.8, 116, 210.0
31200, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31260, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31260, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31260, host-2, 125440.0, 125440.0, 0.799, 0.8, 132, 210.0
31260, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31320, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31320, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31320, host-2, 125440.0, 125440.0, 0.799, 0.8, 194, 210.0
31320, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31380, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31380, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31380, host-2, 125440.0, 125440.0, 0.8, 0.8, 627, 210.0
31380, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31440, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31440, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31440, host-2, 125440.0, 125440.0, 0.799, 0.8, 920, 210.0
31440, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31500, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31500, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31500, host-2, 125440.0, 125440.0, 0.8, 0.8, 223, 210.0
31500, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31560, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31560, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31560, host-2, 125440.0, 125440.0, 0.8, 0.8, 831, 210.0
31560, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31620, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31620, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31620, host-2, 125440.0, 125440.0, 0.8, 0.8, 688, 210.0
31620, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31680, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31680, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31680, host-2, 125440.0, 125440.0, 0.8, 0.8, 781, 210.0
31680, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31740, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31740, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31740, host-2, 125440.0, 125440.0, 0.799, 0.8, 290, 210.0
31740, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31800, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31800, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31800, host-2, 125440.0, 125440.0, 0.799, 0.8, 753, 210.0
31800, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31860, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31860, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31860, host-2, 125440.0, 125440.0, 0.8, 0.8, 425, 210.0
31860, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31920, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31920, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31920, host-2, 125440.0, 125440.0, 0.8, 0.8, 2835, 210.0
31920, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31980, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31980, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
31980, host-2, 125440.0, 125440.0, 0.8, 0.8, 1132, 210.0
31980, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32040, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32040, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32040, host-2, 125440.0, 125440.0, 0.8, 0.8, 1299, 210.0
32040, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32100, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32100, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32100, host-2, 125440.0, 125440.0, 0.8, 0.8, 2354, 210.0
32100, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32160, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32160, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32160, host-2, 125440.0, 125440.0, 0.8, 0.8, 2633, 210.0
32160, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32220, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32220, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32220, host-2, 125440.0, 125440.0, 0.8, 0.8, 3418, 210.0
32220, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32280, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32280, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32280, host-2, 125440.0, 125440.0, 0.8, 0.8, 1912, 210.0
32280, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32340, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32340, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32340, host-2, 125440.0, 125440.0, 0.8, 0.8, 2462, 210.0
32340, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32400, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32400, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32400, host-2, 125440.0, 125440.0, 0.8, 0.8, 636, 210.0
32400, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32460, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32460, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32460, host-2, 125440.0, 125440.0, 0.8, 0.8, 1292, 210.0
32460, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32520, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32520, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32520, host-2, 125440.0, 125440.0, 0.8, 0.8, 746, 210.0
32520, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32580, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32580, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32580, host-2, 125440.0, 125440.0, 0.0, 0.8, 0, 210.0
32580, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32640, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32640, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32640, host-2, 125440.0, 125440.0, 0.8, 0.8, 1273, 210.0
32640, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32700, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32700, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32700, host-2, 125440.0, 125440.0, 0.8, 0.8, 1004, 210.0
32700, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32760, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32760, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32760, host-2, 125440.0, 125440.0, 0.799, 0.8, 651, 210.0
32760, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32820, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32820, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32820, host-2, 125440.0, 125440.0, 0.8, 0.8, 468, 210.0
32820, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32880, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32880, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32880, host-2, 125440.0, 125440.0, 0.8, 0.8, 764, 210.0
32880, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32940, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32940, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
32940, host-2, 125440.0, 125440.0, 0.8, 0.8, 667, 210.0
32940, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33000, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33000, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33000, host-2, 125440.0, 125440.0, 0.8, 0.8, 579, 210.0
33000, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33060, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33060, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33060, host-2, 125440.0, 125440.0, 0.798, 0.8, 161, 210.0
33060, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33120, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33120, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33120, host-2, 125440.0, 125440.0, 0.8, 0.8, 495, 210.0
33120, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33180, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33180, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33180, host-2, 125440.0, 125440.0, 0.799, 0.8, 793, 210.0
33180, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33240, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33240, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33240, host-2, 125440.0, 125440.0, 0.8, 0.8, 1356, 210.0
33240, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33300, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33300, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33300, host-2, 125440.0, 125440.0, 0.799, 0.8, 1375, 210.0
33300, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33360, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33360, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33360, host-2, 123480.0, 123480.0, 0.8, 0.7875, 1026, 207.5
33360, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33420, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33420, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33420, host-2, 123480.0, 123480.0, 0.799, 0.7875, 906, 207.5
33420, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33480, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33480, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33480, host-2, 125440.0, 125440.0, 0.799, 0.8, 719, 210.0
33480, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33540, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33540, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33540, host-2, 125440.0, 125440.0, 0.799, 0.8, 393, 210.0
33540, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33600, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33600, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33600, host-2, 125440.0, 125440.0, 0.8, 0.8, 362, 210.0
33600, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33660, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33660, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33660, host-2, 125440.0, 125440.0, 0.799, 0.8, 649, 210.0
33660, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33720, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33720, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33720, host-2, 125440.0, 125440.0, 0.799, 0.8, 475, 210.0
33720, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33780, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33780, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33780, host-2, 125440.0, 125440.0, 0.8, 0.8, 1269, 210.0
33780, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33840, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33840, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33840, host-2, 125440.0, 125440.0, 0.799, 0.8, 711, 210.0
33840, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33900, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33900, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33900, host-2, 125440.0, 125440.0, 0.799, 0.8, 1078, 210.0
33900, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33960, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33960, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
33960, host-2, 125440.0, 125440.0, 0.799, 0.8, 270, 210.0
33960, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34020, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34020, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34020, host-2, 125440.0, 125440.0, 0.8, 0.8, 736, 210.0
34020, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34080, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34080, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34080, host-2, 125440.0, 125440.0, 0.799, 0.8, 1121, 210.0
34080, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34140, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34140, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34140, host-2, 125440.0, 125440.0, 0.8, 0.8, 729, 210.0
34140, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34200, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34200, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34200, host-2, 123480.0, 123480.0, 0.8, 0.7875, 1371, 207.5
34200, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34260, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34260, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34260, host-2, 125440.0, 125440.0, 0.8, 0.8, 188, 210.0
34260, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34320, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34320, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34320, host-2, 125440.0, 125440.0, 0.8, 0.8, 701, 210.0
34320, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34380, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34380, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34380, host-2, 125440.0, 125440.0, 0.8, 0.8, 823, 210.0
34380, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34440, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34440, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34440, host-2, 125440.0, 125440.0, 0.8, 0.8, 1342, 210.0
34440, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34500, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34500, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34500, host-2, 125440.0, 125440.0, 0.799, 0.8, 730, 210.0
34500, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34560, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34560, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34560, host-2, 125440.0, 125440.0, 0.8, 0.8, 1087, 210.0
34560, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34620, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34620, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34620, host-2, 125440.0, 125440.0, 0.799, 0.8, 503, 210.0
34620, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34680, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34680, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34680, host-2, 125440.0, 125440.0, 0.8, 0.8, 458, 210.0
34680, host-3, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34740, host-0, 0.0, 0.0, 0.0, 0.0, 0, 50.0
34740, host-1, 0.0, 0.0, 0.0, 0.0, 0, 50.0
